feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
10,1,40,21,8,39,28,0
46,18,9,47,12,49,4,1
13,34,33,48,12,21,30,1
2,20,11,41,47,39,25,1
12,4,22,1,16,31,24,0
27,44,23,7,18,33,42,1
36,11,3,19,6,29,40,0
17,46,43,21,29,18,37,1
8,26,10,15,39,45,9,0
18,24,13,38,40,14,44,1
35,25,30,9,10,27,16,0
35,32,42,15,19,17,20,1
10,45,31,49,18,22,43,1
36,27,45,15,41,7,31,1
27,17,34,1,1,21,18,0
5,1,41,34,29,32,14,0
12,10,23,37,42,13,14,0
44,43,9,25,25,18,16,1
4,32,14,28,25,9,9,0
20,29,48,7,10,12,4,0
23,48,3,33,15,29,10,0
2,16,45,17,30,35,17,0
44,2,23,47,9,23,5,0
1,22,15,29,24,15,41,0
23,36,6,38,15,36,2,0
14,13,27,25,31,49,25,1
25,9,46,37,36,3,34,1
30,21,15,7,17,29,6,0
33,30,34,34,18,14,42,1
5,6,12,6,4,7,15,0
34,13,41,14,37,6,6,0
21,49,47,20,31,20,18,1
38,16,43,12,22,30,48,1
4,26,7,27,12,26,35,0
9,30,35,44,4,49,19,1
39,25,46,36,12,43,14,1
49,35,43,16,12,43,12,1
29,3,35,24,19,30,22,0
29,16,33,16,13,41,24,0
11,40,24,15,30,28,42,1
30,36,20,33,20,37,13,1
13,15,38,22,23,10,3,0
25,3,4,20,37,23,46,0
21,1,49,8,2,39,12,0
19,37,44,18,49,35,45,1
44,29,16,41,4,21,33,1
23,38,24,4,12,21,5,0
27,38,43,32,26,36,46,1
27,27,20,31,5,23,15,0
40,7,47,48,23,8,31,1
23,49,4,20,24,13,47,1
13,25,27,18,46,2,9,0
5,31,27,12,49,32,36,1
47,20,13,26,28,9,11,0
27,12,19,49,13,33,18,0
7,20,7,48,14,3,17,0
49,29,26,8,11,28,4,0
2,12,38,42,39,40,29,1
15,42,12,27,8,21,20,0
25,18,14,2,38,29,41,0
23,4,12,13,34,24,20,0
30,48,26,49,18,17,35,1
40,23,41,37,45,8,49,1
30,25,34,40,42,44,38,1
38,8,3,22,45,16,18,0
30,11,22,4,8,31,33,0
14,35,14,12,30,49,7,0
24,3,7,28,18,42,29,0
24,23,9,47,35,5,14,0
4,34,22,33,35,6,35,0
35,13,27,27,21,26,19,0
25,9,41,45,10,27,46,1
20,20,26,20,41,4,12,0
1,6,21,3,7,5,43,0
2,31,14,34,20,28,8,0
16,17,34,36,18,47,8,1
10,15,27,32,33,28,48,1
35,41,23,39,12,36,22,1
47,46,5,12,37,30,39,1
46,29,43,20,9,6,26,1
13,41,41,48,48,20,47,1
45,26,48,49,33,16,13,1
40,5,13,5,15,22,17,0
9,24,8,11,46,46,18,0
4,19,17,23,25,48,7,0
35,38,46,27,28,5,33,1
39,3,34,33,29,21,32,1
42,17,45,16,11,34,32,1
25,10,37,23,45,36,19,1
35,11,35,44,34,44,1,1
49,30,22,41,7,9,41,1
48,29,9,12,11,45,14,0
45,44,24,47,20,33,29,1
23,42,23,23,23,48,26,1
28,23,13,41,44,12,26,1
4,32,46,40,35,30,26,1
20,32,47,31,13,31,36,1
47,22,7,38,9,37,13,0
11,45,26,10,30,28,26,1
45,41,7,28,15,25,44,1
18,11,44,6,42,33,22,1
31,27,27,31,42,9,24,1
13,15,22,22,40,27,49,1
38,44,40,42,14,23,15,1
23,8,12,43,7,2,49,0
17,41,24,29,43,47,21,1
30,1,30,35,7,27,12,0
10,42,2,41,17,29,20,0
48,10,42,26,35,32,37,1
7,46,23,3,13,13,26,0
44,15,36,44,19,28,12,1
21,43,21,6,12,42,7,0
16,5,42,36,34,31,44,1
17,38,17,16,16,19,5,0
1,40,20,37,40,1,48,1
3,7,34,24,20,25,20,0
48,21,42,21,1,47,32,1
36,12,14,6,45,5,42,0
13,43,15,29,47,28,31,1
1,40,17,32,45,13,16,0
15,35,25,37,39,36,25,1
26,47,3,21,5,13,45,0
6,42,41,24,34,10,40,1
25,45,43,35,17,30,25,1
4,44,27,15,6,32,22,0
34,13,22,41,43,21,35,1
35,33,24,29,13,33,34,1
25,22,28,19,45,8,34,1
16,9,34,26,28,5,20,0
7,12,7,8,46,47,21,0
20,4,4,41,15,35,12,0
25,49,36,45,38,44,18,1
38,7,27,26,28,32,18,1
29,40,33,19,48,13,32,1
49,35,24,40,17,46,46,1
4,22,19,42,25,33,32,1
36,49,44,11,45,41,45,1
33,35,7,22,48,13,1,0
16,41,44,5,24,21,21,0
47,45,45,49,46,18,32,1
21,46,20,48,21,47,39,1
45,4,30,39,28,18,29,1
41,17,44,44,11,20,32,1
28,25,5,21,38,41,27,1
26,19,1,23,19,42,11,0
30,13,39,46,21,8,24,1
10,36,36,23,21,42,2,0
3,39,4,12,18,4,15,0
20,36,40,22,27,19,28,1
34,43,45,9,9,38,18,1
35,43,14,27,26,33,9,1
13,24,5,35,14,47,27,0
5,11,16,6,6,2,29,0
42,35,16,16,3,34,34,1
2,9,41,49,15,38,6,0
25,45,49,12,37,11,6,1
47,49,2,49,36,41,47,1
45,5,11,6,31,37,33,0
46,45,46,45,28,42,37,1
38,48,41,16,41,13,21,1
16,48,44,32,19,39,8,1
17,14,13,37,29,47,40,1
33,14,12,28,33,24,2,0
19,3,32,42,33,2,24,0
44,40,23,32,22,3,39,1
33,23,1,13,41,5,38,0
2,23,20,36,43,19,15,0
26,43,2,41,13,8,15,0
25,2,20,44,7,33,19,0
20,7,43,14,16,49,9,0
29,12,14,36,34,22,46,1
9,13,24,16,15,44,39,0
2,10,49,44,44,8,23,1
34,11,23,25,42,17,25,1
31,9,42,47,2,19,15,0
4,15,23,27,14,31,29,0
36,2,49,7,38,18,31,1
43,34,43,44,42,15,24,1
49,30,3,8,42,25,20,1
21,37,17,7,49,30,4,0
11,41,2,20,18,49,16,0
26,39,10,2,41,9,24,0
42,31,6,24,33,43,37,1
46,34,45,45,32,23,21,1
9,32,16,36,2,35,34,0
23,31,28,39,17,17,9,0
21,3,4,23,40,45,7,0
47,22,8,21,47,23,49,1
12,18,13,6,1,10,13,0
40,40,31,4,25,25,49,1
1,32,7,2,43,41,26,0
14,35,17,39,20,7,21,0
23,16,36,3,31,1,4,0
24,23,1,30,14,8,26,0
37,3,4,30,8,27,34,0
14,32,2,40,27,49,8,0
26,23,23,42,25,3,45,1
25,49,16,27,16,13,4,0
38,7,17,25,45,22,4,0
41,5,23,48,37,11,48,1
19,25,32,45,34,23,41,1
5,31,3,33,24,13,36,0
14,34,39,30,20,45,5,1
33,27,38,4,36,35,9,1
4,18,18,49,15,35,40,1
7,42,25,47,44,7,2,0
48,35,42,17,23,35,26,1
35,6,24,6,19,2,1,0
41,14,12,2,39,34,16,0
37,24,12,42,7,21,5,0
3,26,33,14,24,35,5,0
40,29,40,30,40,16,33,1
23,42,13,17,10,36,8,0
6,27,26,15,38,31,21,0
18,23,38,49,44,5,4,1
46,13,11,25,3,2,41,0
18,35,34,33,6,8,38,0
31,31,9,3,7,38,3,0
39,13,41,2,32,9,7,0
36,36,29,34,9,18,27,1
4,30,20,25,16,27,39,0
21,43,47,41,27,21,6,1
46,21,41,7,36,24,24,1
31,43,31,48,18,1,21,1
46,46,13,2,11,29,9,0
42,43,31,26,40,13,24,1
41,17,34,16,11,17,11,0
8,25,23,19,47,37,27,1
19,43,36,46,21,45,39,1
1,46,10,45,26,20,17,0
15,10,43,39,13,12,10,0
14,5,43,33,6,30,36,0
17,45,23,32,18,14,27,1
6,49,34,34,33,43,38,1
1,45,27,33,8,31,9,0
45,16,44,35,40,24,20,1
10,38,21,13,43,45,4,0
9,17,23,22,34,24,19,0
8,47,49,17,37,1,34,1
9,10,29,48,12,28,34,0
19,49,43,3,4,6,46,0
41,21,38,34,44,33,22,1
41,17,19,28,27,22,36,1
43,10,43,2,43,44,3,1
12,16,40,30,42,19,11,0
32,14,49,25,28,7,22,1
48,15,25,26,48,35,40,1
1,48,29,42,24,30,47,1
2,13,26,33,8,34,24,0
9,35,45,34,40,42,2,1
44,45,37,31,6,30,12,1
7,45,48,37,32,15,20,1
14,23,3,5,35,5,11,0
1,8,47,16,3,24,32,0
34,41,48,38,45,14,20,1
42,13,2,19,6,6,47,0
15,13,43,10,17,31,5,0
28,11,17,43,1,32,14,0
49,17,36,49,24,11,20,1
36,47,38,34,18,13,47,1
44,14,35,15,43,42,17,1
40,1,28,47,4,7,4,0
37,1,4,38,4,11,9,0
39,25,40,41,10,25,26,1
26,33,15,22,22,18,39,0
46,34,24,21,1,30,6,0
31,23,20,30,33,44,11,1
7,49,8,24,9,30,7,0
21,2,1,21,18,2,32,0
28,14,5,46,2,33,16,0
46,3,45,9,33,24,3,0
14,29,23,35,33,34,34,1
39,8,23,40,32,25,42,1
25,19,10,27,18,8,10,0
38,45,39,49,7,13,3,1
27,33,30,4,36,30,44,1
22,6,15,49,1,14,21,0
2,40,49,39,10,37,37,1
42,38,39,18,14,37,40,1
30,42,42,34,39,21,48,1
16,24,32,11,42,35,29,1
28,6,7,7,42,40,39,0
26,9,28,39,17,8,41,0
49,39,49,1,44,39,15,1
29,24,44,29,20,15,39,1
49,26,34,7,5,19,8,0
2,20,29,17,25,44,11,0
6,43,47,2,29,1,18,0
8,24,23,1,48,35,39,1
2,27,39,17,7,31,39,0
22,46,22,13,19,9,7,0
9,29,41,31,28,6,38,1
47,20,18,39,6,3,14,0
16,20,43,5,28,47,16,0
1,10,49,35,11,42,11,0
43,31,20,6,5,21,47,0
9,32,13,11,26,1,45,0
8,32,42,49,24,33,20,1
40,34,46,13,14,40,41,1
47,38,44,28,30,28,11,1
22,19,32,7,43,37,20,1
13,31,8,20,1,46,3,0
43,7,36,10,34,10,6,0
20,33,45,41,29,35,42,1
4,23,2,24,4,1,15,0
37,15,36,14,17,49,45,1
29,43,1,49,23,40,18,1
43,30,24,20,4,16,22,0
29,46,28,10,36,44,37,1
46,4,12,36,16,33,41,1
13,46,45,11,29,9,44,1
6,21,13,14,44,28,35,0
8,45,11,21,1,21,24,0
39,47,3,48,2,19,21,1
35,28,18,43,26,9,33,1
8,27,37,24,4,47,12,0
17,10,12,18,15,8,46,0
17,38,1,22,44,26,6,0
37,13,8,31,33,26,14,0
22,14,48,47,8,18,38,1
21,10,19,43,20,43,17,0
27,26,48,19,29,36,7,1
9,10,4,12,19,38,21,0
31,1,38,31,11,32,29,0
11,28,43,13,28,23,3,0
43,42,1,33,17,23,2,0
41,41,37,19,49,24,1,1
41,6,33,36,10,27,33,1
2,48,46,48,45,27,20,1
41,8,46,36,12,19,12,0
14,33,4,44,28,1,29,0
43,42,48,20,17,8,21,1
41,46,25,26,39,49,33,1
37,28,45,42,45,3,29,1
9,3,17,39,23,10,47,0
33,17,44,20,30,33,38,1
32,19,36,23,3,9,26,0
7,9,16,20,16,20,31,0
25,34,34,25,9,24,24,0
45,20,48,39,7,44,20,1
46,10,16,27,14,46,44,1
12,21,38,43,3,28,16,0
34,35,20,18,42,35,8,1
10,28,26,2,2,32,23,0
6,34,16,26,33,28,27,0
15,37,48,9,23,32,16,1
20,23,9,41,26,34,46,1
15,19,18,45,43,18,48,1
43,25,2,38,1,39,4,0
48,34,18,7,21,7,21,0
33,4,29,35,33,40,13,1
4,34,13,2,6,49,45,0
4,47,46,43,30,27,15,1
33,1,36,33,34,37,5,1
24,5,38,31,35,5,4,0
22,3,25,6,37,43,36,0
4,7,42,27,33,31,17,0
10,33,40,47,47,40,25,1
33,26,43,24,35,6,49,1
49,4,42,9,4,17,2,0
5,11,23,47,3,46,16,0
33,36,10,44,9,5,39,1
8,3,43,3,31,49,7,0
15,23,23,21,14,27,1,0
4,49,23,43,9,16,32,1
25,40,46,49,19,36,3,1
17,13,26,32,47,14,28,1
49,3,16,37,12,43,5,0
40,36,10,37,30,27,16,1
6,1,25,37,12,2,39,0
4,6,47,1,42,7,36,0
42,7,32,25,21,3,26,0
44,24,2,36,44,20,42,1
12,1,47,20,22,17,26,0
43,3,42,28,36,32,34,1
40,15,36,30,29,13,44,1
14,8,3,29,29,24,27,0
7,1,36,44,35,10,26,0
35,38,40,22,45,41,28,1
3,17,20,34,33,12,38,0
15,9,9,8,39,35,38,0
28,36,6,12,48,40,7,1
44,6,41,49,47,30,49,1
14,13,15,27,29,1,46,0
29,46,30,30,12,27,13,1
13,19,34,49,45,40,47,1
16,9,14,10,39,27,20,0
19,37,27,11,36,25,39,1
31,44,39,49,34,5,21,1
14,19,18,48,41,11,8,0
44,8,39,35,45,32,42,1
43,21,28,10,37,22,29,1
15,15,14,30,6,27,43,0
37,23,4,47,37,38,43,1
5,42,20,17,13,22,43,0
48,48,17,46,38,3,37,1
37,16,5,23,36,14,34,0
23,40,8,44,11,11,8,0
38,7,49,41,10,32,22,1
48,5,35,41,42,29,17,1
10,24,18,38,15,22,28,0
10,9,9,20,19,32,15,0
21,1,26,39,23,5,39,0
11,49,21,37,22,21,26,1
28,1,27,26,9,37,34,0
24,40,36,6,27,39,22,1
48,16,5,23,41,2,36,0
7,20,30,39,8,33,25,0
11,15,29,4,1,42,20,0
46,29,6,45,17,7,41,1
42,21,14,48,42,46,45,1
19,39,17,42,8,45,1,0
1,20,43,41,41,41,41,1
44,32,44,17,22,29,46,1
37,35,25,39,3,26,1,0
33,6,37,28,11,20,16,0
23,33,47,40,33,29,28,1
37,37,43,2,9,46,8,1
11,17,31,6,21,45,19,0
26,33,42,15,20,32,4,0
19,47,18,2,33,30,16,0
39,38,34,24,15,5,31,1
32,49,3,24,40,15,3,0
32,49,16,14,49,21,22,1
42,49,20,43,43,11,25,1
10,45,20,13,35,18,36,1
28,14,15,24,18,22,41,0
9,41,16,24,29,49,25,1
13,10,2,38,15,34,24,0
18,12,34,6,13,10,13,0
35,13,32,8,40,1,14,0
13,1,32,14,26,37,21,0
37,17,29,29,42,25,7,1
20,24,45,28,32,20,24,1
23,38,43,35,24,33,21,1
45,11,10,42,3,3,3,0
11,48,35,42,37,25,24,1
6,4,20,45,46,4,34,0
39,20,48,35,46,36,37,1
49,31,24,15,20,43,19,1
15,48,34,27,43,33,47,1
33,31,30,2,35,1,14,0
11,8,10,31,11,2,26,0
3,21,21,49,14,42,2,0
11,43,28,23,8,6,36,0
28,16,15,7,37,39,36,1
28,7,43,42,39,49,4,1
39,42,9,17,27,14,40,1
10,25,48,40,29,33,16,1
47,44,22,2,14,20,1,0
2,19,2,46,43,29,9,0
8,14,11,11,25,32,24,0
5,26,9,17,15,12,15,0
42,28,49,35,25,22,25,1
7,36,29,10,40,12,38,0
11,33,39,7,29,40,30,1
29,48,3,37,6,14,2,0
40,20,22,9,13,42,12,0
7,15,19,18,48,33,19,0
18,30,33,46,42,14,24,1
33,25,4,3,47,29,30,0
44,30,12,42,16,24,39,1
44,44,40,14,18,25,30,1
22,22,34,1,42,32,25,1
39,1,18,43,29,31,40,1
21,39,23,35,1,35,16,0
29,19,2,6,10,28,42,0
31,49,41,13,42,11,7,1
25,15,9,16,17,48,30,0
23,40,33,39,11,40,21,1
30,28,10,40,15,15,37,0
20,4,26,7,21,12,3,0
27,5,36,37,45,14,48,1
43,18,26,18,17,33,18,0
24,32,30,5,1,47,17,0
21,33,24,1,49,2,47,1
35,16,34,35,23,22,3,0
1,2,21,3,23,11,22,0
30,29,14,4,8,39,30,0
41,10,26,10,25,15,2,0
6,20,15,34,34,39,5,0
7,3,42,42,28,13,41,1
45,32,36,40,25,48,2,1
5,32,9,17,29,31,40,0
39,3,19,15,45,18,46,1
25,27,37,18,29,42,37,1
39,3,26,40,3,32,5,0
16,32,26,35,3,8,32,0
32,29,11,37,6,1,32,0
42,47,16,32,23,15,20,1
9,23,5,1,22,10,10,0
19,39,17,49,46,15,10,1
43,24,16,4,12,12,9,0
42,46,20,36,13,44,28,1
5,30,25,15,37,44,49,1
18,8,31,9,36,12,21,0
44,21,11,15,28,19,11,0
48,42,40,41,17,19,3,1
1,30,13,19,12,32,24,0
7,48,35,8,30,9,16,0
42,5,38,8,27,43,5,0
9,41,49,17,48,34,35,1
44,24,5,19,12,38,33,0
36,4,12,30,21,33,11,0
36,5,9,35,1,39,31,0
1,2,48,11,5,29,22,0
5,43,40,9,8,1,27,0
45,24,44,8,6,29,45,1
17,4,31,43,37,11,1,0
36,20,22,6,29,16,45,0
7,36,25,36,44,9,37,1
27,34,18,24,44,21,37,1
22,5,9,13,1,6,28,0
28,39,10,24,33,11,16,0
40,40,27,37,35,28,42,1
15,16,32,19,37,4,26,0
1,6,47,22,7,41,20,0
33,47,49,24,36,31,29,1
44,23,15,6,20,13,30,0
34,11,23,29,7,2,27,0
39,40,46,26,43,4,18,1
23,47,22,40,34,39,49,1
7,12,14,43,37,22,45,1
12,21,36,30,20,33,17,0
34,31,41,1,10,37,49,1
7,28,44,33,16,26,19,0
14,46,23,42,22,16,24,1
22,3,36,25,17,43,42,1
23,41,16,42,26,41,48,1
48,11,33,9,29,25,10,0
35,5,15,39,44,18,49,1
3,44,23,35,32,14,43,1
10,48,25,38,17,29,44,1
20,34,22,5,10,39,27,0
15,31,8,34,40,26,42,1
43,19,39,2,25,17,45,1
36,42,4,49,21,3,22,1
13,43,43,24,8,3,39,0
41,36,12,5,6,9,42,0
47,8,1,47,43,49,26,1
14,14,41,1,11,13,30,0
49,21,36,26,42,25,27,1
43,22,24,35,20,1,45,1
27,4,49,34,12,42,43,1
3,23,5,48,14,15,46,0
34,38,37,30,12,12,25,1
23,29,28,8,11,43,7,0
39,41,40,35,27,1,35,1
20,39,28,5,47,10,26,0
1,49,14,2,30,24,26,0
26,3,31,12,26,15,25,0
21,38,5,18,30,19,14,0
32,32,49,16,40,13,34,1
17,10,35,35,45,13,20,0
6,38,24,31,39,37,39,1
7,19,20,10,44,21,1,0
19,46,39,20,35,37,18,1
32,5,47,41,37,42,9,1
10,34,41,32,13,4,41,0
44,41,34,36,1,1,4,0
31,6,44,36,11,39,12,1
33,2,21,17,10,22,42,0
4,45,30,20,35,20,16,0
26,39,18,48,1,24,5,0
48,46,16,21,42,16,31,1
9,8,4,7,21,31,19,0
31,45,17,44,2,22,34,1
30,3,45,29,29,36,34,1
26,17,24,22,37,26,48,1
21,43,1,12,7,13,12,0
42,38,49,4,1,44,22,1
47,5,1,2,6,34,8,0
43,16,20,11,45,22,13,0
1,34,36,27,26,16,7,0
34,37,8,46,45,14,9,1
26,47,35,48,2,21,22,1
8,36,14,21,33,22,3,0
19,7,17,8,6,26,28,0
25,5,2,31,25,12,10,0
37,3,5,3,28,34,43,0
17,7,36,31,20,6,9,0
32,10,30,21,15,27,44,1
41,28,31,36,23,23,1,1
20,24,24,48,11,32,1,0
46,3,41,39,43,42,35,1
44,5,44,26,22,24,37,1
14,2,41,24,14,8,43,0
29,14,4,3,20,22,15,0
47,8,23,14,23,38,4,0
10,12,42,6,19,28,14,0
44,46,30,28,32,5,38,1
19,39,5,6,9,14,36,0
28,7,29,11,24,33,3,0
29,21,42,29,34,33,45,1
1,36,33,1,9,38,38,0
10,40,5,40,37,41,48,1
1,30,31,47,13,33,38,1
24,18,33,29,18,42,13,1
16,43,8,12,11,34,13,0
2,47,23,24,1,48,41,1
36,11,10,46,18,4,3,0
25,8,23,29,27,34,10,0
31,5,21,37,34,4,9,0
45,44,21,28,44,2,49,1
36,44,35,40,3,47,43,1
20,9,31,43,24,9,23,0
40,16,40,21,26,24,17,1
17,24,31,12,25,29,39,1
5,6,38,8,23,36,12,0
14,29,4,28,3,3,29,0
43,49,41,19,17,11,20,1
46,8,1,12,29,49,38,1
21,33,6,40,4,23,44,0
7,45,7,36,28,34,33,1
34,28,37,39,25,33,22,1
2,42,26,7,22,12,44,0
26,5,16,18,22,21,7,0
48,25,29,2,25,46,9,1
7,39,27,33,36,21,44,1
45,26,23,11,10,25,17,0
37,13,8,42,3,40,10,0
18,24,23,48,44,23,49,1
16,8,11,21,11,2,38,0
3,33,2,42,24,22,6,0
43,45,16,49,24,27,12,1
6,8,5,28,41,13,7,0
20,8,42,17,37,43,47,1
23,5,33,49,3,42,8,0
35,14,4,20,30,41,39,1
32,24,43,35,19,46,40,1
6,2,39,27,4,26,9,0
20,44,1,13,24,20,6,0
13,2,12,8,24,16,21,0
30,34,28,29,20,21,15,1
28,10,2,24,49,47,1,0
13,49,18,34,1,23,17,0
1,30,39,30,20,22,38,1
9,47,31,10,6,39,8,0
49,11,39,22,41,24,29,1
25,28,44,45,26,39,23,1
6,2,35,18,8,8,37,0
46,13,2,38,36,37,36,1
27,29,42,41,29,26,5,1
24,27,10,45,49,10,4,0
28,37,26,16,20,8,33,0
47,15,12,45,41,17,23,1
21,12,44,3,24,34,45,1
36,2,39,20,37,46,26,1
7,6,42,35,42,12,15,0
5,37,8,23,2,25,47,0
11,42,48,8,36,47,27,1
25,13,8,46,27,12,18,0
18,28,8,9,1,42,6,0
22,10,10,16,11,45,39,0
10,10,46,26,36,17,22,0
19,41,17,11,15,22,5,0
9,47,27,27,20,34,27,1
23,27,21,4,40,2,12,0
13,15,25,45,18,26,3,0
1,23,27,10,41,46,25,0
47,9,15,9,28,36,44,1
9,42,45,33,38,44,9,1
15,13,26,39,19,49,46,1
33,21,9,22,24,1,15,0
24,21,12,39,44,10,49,1
16,6,29,5,24,10,46,0
17,14,6,8,31,32,9,0
20,44,15,45,16,45,26,1
2,29,9,21,26,37,9,0
36,32,33,3,34,31,14,1
45,2,3,27,28,42,39,1
22,1,20,27,35,26,41,0
7,6,18,48,42,35,21,1
27,36,12,27,25,40,15,1
10,48,37,16,6,46,40,1
30,3,46,40,38,3,43,1
22,11,8,22,33,15,20,0
4,4,42,15,47,11,3,0
15,33,37,30,43,48,14,1
49,28,42,44,40,27,46,1
21,27,44,39,23,22,34,1
11,17,22,49,10,23,26,0
36,48,47,37,16,33,26,1
49,39,48,34,13,34,33,1
10,10,41,36,23,41,45,1
2,39,39,29,45,21,47,1
46,20,6,17,28,16,18,0
24,14,36,3,4,17,29,0
36,8,3,31,43,24,24,0
26,27,15,36,49,15,8,1
16,32,3,38,19,39,25,0
7,42,23,39,37,45,12,1
12,39,38,10,17,22,27,0
24,48,44,22,12,38,35,1
17,9,41,25,15,37,16,0
25,49,23,36,17,17,6,0
27,46,27,9,7,8,3,0
48,27,48,46,16,3,23,1
30,24,40,43,25,31,15,1
28,22,29,45,27,20,40,1
43,5,8,44,32,10,30,0
27,15,46,5,11,5,6,0
39,49,12,1,25,6,28,0
18,39,11,23,46,23,4,0
41,47,34,6,6,27,40,1
24,24,23,43,3,1,36,0
43,9,35,44,10,25,27,1
48,32,45,21,37,35,49,1
25,23,13,38,3,27,13,0
40,34,32,1,17,14,17,0
9,17,42,7,42,38,39,1
39,37,39,5,27,42,2,1
34,17,42,26,32,27,24,1
31,3,2,6,40,43,21,0
40,41,11,3,17,33,17,0
7,47,33,18,21,22,12,0
2,34,5,9,30,3,25,0
23,44,24,41,31,29,18,1
44,25,10,20,30,1,11,0
17,5,5,44,35,40,15,0
37,33,4,32,14,32,43,1
28,25,18,13,20,17,33,0
40,22,26,17,39,46,13,1
25,35,32,30,27,33,25,1
23,7,21,12,25,3,17,0
18,26,35,16,24,10,25,0
47,12,28,11,28,8,46,1
11,42,21,37,35,6,32,1
41,4,12,49,35,22,13,1
34,29,14,4,42,8,2,0
24,16,31,25,3,20,49,0
25,6,27,23,20,49,46,1
23,13,25,26,8,19,8,0
41,37,15,16,38,48,10,1
11,34,22,13,41,10,5,0
7,14,26,17,18,42,15,0
41,1,38,34,24,9,46,1
7,12,45,23,30,18,22,0
49,29,42,15,46,8,24,1
28,27,18,12,41,39,34,1
49,4,8,36,49,48,5,1
16,19,20,41,4,21,48,0
39,21,5,11,31,18,42,0
34,43,23,24,11,16,27,1
16,26,30,34,22,49,5,1
14,47,37,26,45,38,12,1
26,35,27,29,41,27,9,1
6,10,26,34,33,1,45,0
18,20,15,36,48,2,12,0
6,8,5,1,11,41,49,0
35,38,41,10,24,28,26,1
41,47,37,2,48,23,11,1
40,44,30,31,44,34,40,1
30,47,36,27,10,13,1,0
20,9,42,12,8,26,32,0
41,46,31,11,2,21,38,1
27,39,36,49,20,15,10,1
27,45,14,39,14,44,39,1
48,37,6,19,17,14,9,0
4,41,15,45,39,10,41,1
25,33,23,39,34,37,6,1
29,26,46,1,9,29,26,0
42,42,22,48,34,45,4,1
18,20,18,39,15,40,35,1
37,30,36,18,33,18,11,1
10,15,34,13,8,27,40,0
48,30,36,45,1,47,31,1
48,40,27,17,21,43,2,1
7,6,26,22,39,37,9,0
34,39,33,10,25,22,24,1
48,36,7,19,25,31,16,1
24,22,5,33,26,4,30,0
44,6,40,8,3,31,38,0
35,11,35,24,23,25,30,1
15,24,5,30,20,24,49,0
1,14,37,30,42,11,21,0
43,38,4,32,32,49,41,1
45,1,16,22,7,32,31,0
10,29,45,36,45,16,49,1
47,14,48,8,29,40,15,1
12,18,7,25,14,27,4,0
28,30,6,33,24,17,37,0
24,20,21,29,12,20,40,0
20,47,21,12,5,19,18,0
48,46,48,22,19,4,9,1
10,8,19,46,28,22,47,1
20,3,6,37,4,11,39,0
18,41,7,4,45,3,48,0
27,47,27,41,25,39,8,1
38,32,17,33,3,30,48,1
49,18,2,36,20,18,28,0
2,39,44,22,20,46,26,1
8,49,4,35,42,14,23,0
37,9,47,30,30,30,45,1
35,7,43,6,2,46,36,0
8,25,14,46,36,46,37,1
9,9,23,30,23,1,27,0
15,13,3,2,27,40,9,0
33,13,36,8,7,45,22,0
47,7,14,27,26,22,23,0
8,3,12,21,22,34,33,0
9,12,6,47,10,28,26,0
34,49,9,15,47,12,23,1
40,22,25,45,18,14,4,0
20,31,49,6,48,48,27,1
27,5,24,34,15,28,6,0
20,33,8,35,12,28,47,1
31,2,16,29,19,33,32,0
26,48,47,21,35,18,40,1
46,3,25,12,44,31,45,1
26,3,10,15,20,32,40,0
17,33,23,5,46,19,21,0
6,5,11,3,37,8,39,0
35,34,16,16,31,44,18,1
25,13,26,39,38,37,48,1
23,46,28,21,37,12,1,0
41,10,10,39,34,2,34,0
32,15,8,38,49,8,45,1
44,38,26,26,10,35,33,1
45,26,40,14,43,21,41,1
10,36,2,39,7,12,11,0
46,22,46,31,2,6,37,1
26,33,37,44,18,39,43,1
23,3,19,12,23,44,34,0
31,49,9,25,32,12,48,1
46,46,24,13,28,23,1,1
4,31,41,1,22,2,42,0
27,34,20,4,28,41,14,0
43,25,20,38,32,46,1,1
41,7,8,28,49,36,20,1
24,44,40,11,27,24,11,1
22,16,43,3,8,29,33,0
25,7,3,1,41,6,15,0
9,12,40,32,38,1,23,0
6,31,22,45,28,26,42,1
37,46,15,11,7,43,4,0
25,17,35,7,42,27,38,1
28,1,24,47,13,49,13,0
10,10,37,26,4,24,36,0
21,2,21,32,25,43,27,0
42,37,40,14,22,16,13,1
27,2,14,19,29,47,44,1
26,9,29,7,36,24,22,0
29,11,11,29,12,48,4,0
15,15,10,47,36,18,3,0
40,20,27,33,8,29,18,0
10,13,9,42,30,7,1,0
16,37,29,40,40,12,35,1
15,31,49,35,38,5,2,0
45,43,1,18,42,28,37,1
4,32,47,28,42,35,38,1
10,1,17,34,11,42,17,0
46,40,49,34,41,23,27,1
25,1,16,20,32,14,10,0
18,46,12,37,32,47,2,1
12,36,24,19,11,32,9,0
39,33,24,9,33,6,8,0
24,38,40,48,2,17,14,1
21,18,29,20,15,41,14,0
22,41,21,3,45,7,19,0
31,45,27,20,9,16,21,0
35,26,1,35,29,42,37,1
6,18,35,1,27,35,48,0
45,49,49,9,41,11,34,1
24,23,11,13,19,46,19,0
10,12,36,31,27,11,24,0
14,22,29,11,43,42,32,1
26,23,34,13,3,40,45,1
30,43,25,16,27,49,45,1
40,5,48,48,15,27,37,1
29,13,25,4,14,45,24,0
14,11,18,4,34,23,5,0
